title,author,keywords,abstarct,url,vol,year,journal
A comparison of the reactions between infants with high- versus low-avoidance tendency in induced frustrations,"Shih-Tseng T. Huang, Li-Wen Lee","frustration, heart rate, temperament","The present study attempted to compare the reactions of infants with high- and low-avoidance tendency in induced-frustration conditions. Fifty-eight six- to twelve-months-old infants and their mothers participated. In the experimental procedure, half of the infants were assigned to a session where they experienced his/her mother first followed by a stranger, and the other half in a session with reverse encounter order. In each session, infants’ heart rates and crying behaviors were recorded in the baseline, cookie-offering, frustration induction, and recovery phases. Results found that infants cried more during frustration phase than cookie-offering phase. For the heart rates, a significant interaction was found between the avoidance and person who induced the frustration. Compared to infants with low-avoidance, infants with high avoidance tendency had more changes changed heart rates when facing strangers. A significant interaction between the avoidance and experimental phases was found. Follow-up analysis found that infants with high avoidance tendency had greater changes in their heart rates during frustration than infants with low avoidance. These findings suggested that in a mild frustration induction procedure, infants with high avoidance tendency exhibited greater changes in heart rates than those with low-avoidance in frustration, particularly in the stranger induced frustration. Understanding the reactions of infants with high avoidance tendency in frustration situation may have important implications for parenting.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=169,45.4,2014,Bulletin of Educational Psychology
The development of pronoun resolution for Chinese young readers: The effects of order of mention and gender semantic features,"Chiu-Hua Huang, Wei-Ming Luh, Yuh-Tsuen Tzeng","gender semantic features, order-of-mention, pronoun resolution, the advantage of first mention","Pronoun resolution is important for readers to build a coherent mental representation. However, earlier studies were limited to European languages. Not much is known about the process in Chinese language and even little about the developmental trajectories among Chinese readers. We investigate how the order of mention and gender semantic features may affect Chinese readers’ pronoun resolution and explore their development through a 3-way ANOVA mixed design. The effects of order of mention (first/second-mention) and gender semantic features (he/she) on pronoun resolution for 2nd to 5th graders were examined. A total of 206 participants participated. The results indicate that children in higher grades have higher rate of correct answer in pronoun resolution. Moreover, the higher the children’s grades, the less time they need to read sentence with pronouns. This pattern only appears, however, when the grade-groups are two or more years apart. In addition, the reading times of the first-mentioned were shorter than those of the second-mentioned when “he” referred to the first-mentioned protagonist for the 3rd graders; hence, first mention advantage is observed. Furthermore, for 2nd and 3rd graders, a recency effect appeared when children tried to resolve “she”. For 4th and 5th graders, their accuracy rates were usually above 90%, indicating that they have mastered the use of gender semantic features for this age, and there were no significant effects on order of mention or gender semantic features.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=170,45.4,2014,Bulletin of Educational Psychology
Practice and Opinion Survey of Counseling Psychologists in Taiwan,Chia-Hsin Lin,"counseling psychologist, practice survey","The purpose of the study was to investigate the current practice patterns of counseling psychologists in Taiwan and their opinions of practice-related issues. The research questions included practice locations, fee schedule, professional activities, working hour allocation, monthly incomes, fee setting authority, annual fee for association membership, participation in the National Health Insurance Plan, and counseling psychologist manpower. A total of 325 licensed counseling psychologists completed a questionnaire constructed by the researcher. The results of the study indicate that out of the 325 counseling psychologists: (a) 64.4% of them work in school settings; (b) 57.6% of them work full-time with an average monthly income of NT$44,809; (c) 42.4% of them work part-time with an average monthly income of NT$54,133; (d) Full-time counseling psychologists spent 30% of their work hours in direct service and almost 60% in administrative activities; (e) The averaged hour fee for counseling service is NT$1,268 and the reasonable hour fee according to the participants is NT$1,425; (f) 74.3% of the clients were assigned by the agency; (g) The majority of the counseling psychologists are specialized in counseling adolescents, college students, and adults with developmental and career issues in school settings; (h) Counseling psychologists’ major professional activities are: individual counseling, classroom teaching, lecture and workshop, psychological testing and assessment, and group counseling; (i) Counseling psychologists served mostly adults, followed by adolescents, and then children; (j) Among the 325 respondents, 82.5% use psychological testing and 8.9% use biofeedback in their practice; (k) Relative majority of the respondents agreed that the counseling psychological association should set the fee schedule; (l) 76.3% of them agreed that counseling psychologists should join the National Health Insurance Plan as service providers; (m) 81.6% of the respondents plan to work full-time or part-time in professional organizations within the next 5 years; (n) 50.8% of the respondents believe there is a manpower shortage while 34.8% believe there is a manpower oversupply of counseling psychologists. Discussion of the research findings and suggestions for professional development and future research are presented in this paper.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=196,45.3,2014,Bulletin of Educational Psychology
Applying Decision Tree to Investigate High School Students’ Learning Achievement Factors,"Yi-Chen Chiang, Cheng-Chang Lin","classification and regression trees (CART), learning achievement, Taiwan Education Panel Survey (TEPS)","The purpose of this study was to, through Classification and Regression Trees (CART) analysis, investigate and compare leaning achievements and relevant factors among high school students at different academic levels, and then establish a classification model that can predict different levels of learning achievement with different academic levels of high school students. This longitudinal study utilized the database of Taiwan Education Panel Survey, adopting waveⅠand wave Ⅲ questionnaires filled out by one selected group of students and their parents. The total sample consisted of 3022 students who were in junior high school at waveⅠand followed up when they were senior high school/vocational high school/junior college students at wave Ⅲ. The three major findings of this study are: (a) The learning achievements of high school student at different academic levels were significantly different. The learning achievements of senior high school/vocational high school/junior college students were better than that of junior high school students; (b) The factors related to learning achievement at different academic levels of high school students were different. The CART classification model for junior high school stage included three factors -- individual, family, and social network, within which 11 variables emerged. Another model for senior high school/vocational high school/junior college stage included two factors -- individual and school, in which were two variables, course type and public or private school; (c) The factors that discriminated levels of learning achievement at different academic levels of high school students varied.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=197,45.3,2014,Bulletin of Educational Psychology
The feasibility of an obstetric psychological support project at a medical center,"Pey-Ling Shieh, Tsung-Ho Ying, Hsiao-Chun Chang, Ying-Chen Tseng","family-based, perinatal mental health, psychology professionals, psychology support project, qualitative paradigm","Perinatal mental health of women is an important issue that deserves attention. However, few psychological support projects have been adopted in obstetric units and few psychology professionals have been involved in such projects. The purpose of this study was to preliminarily explore the feasibility of an obstetric psychological support project led by psychology professionals. Based on a qualitative paradigm, a ten-week psychological support project was implemented at a medical center in Central Taiwan. Based on the principles of Listening Visit and parent-infant psychotherapy, strategies of nondirective counseling, observation, and interpretation were used in this project. Five psychology professionals (one professor, four undergraduates) and sixty-eight women participated in this project. Content analysis was conducted to analyze the psychology professionals’ process records. In the person, time, and space aspects, several factors that influenced the implementation of the project emerged. Those factors included: women’s physical wellbeing, the gender of interviewers, the pace during hospital stay, and the room environment. According to reactions of the participants, obstetric women showed different degrees of acceptance and involvement. For women, the most frequently raised psychosocial issues were postpartum living style, the way of “doing-the-month.” emotions, child-rearing problems, and relationships with partner and mother-in-law. Chaotic states of life and child-rearing challenges were psychosocial issues that husbands were concerned with. As for the obstetric women’s family of origin, they were most concerned about whether their daughters were appropriately taken cared of. For the mothers-in-law, they have mixed feelings about the ways for which “doing-the-month” were carried out. Based on the results, we suggest an early implementation of educational programs of the psychological support project for pregnant women and their families. We also address the importance of the structured, family-based counseling approach, further training for psychology professionals, and their collaboration with medical staffs. The development of measures to assess perinatal mental health and the outcome of psychological support project are needed.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=198,45.3,2014,Bulletin of Educational Psychology
Prediction of Romantic Attachment from Family Differentiation and Family Violence,Sung-Hsien Sun,"family differentiation, family violence, romantic attachment","This research study explores the association between attachment in a romantic relationship and past familial emotional experiences. Familial emotional experiences included family differentiation and family violence; and family differentiation included the experience of affective involvement and intrusiveness. Stepwise multiple regression analysis was adopted. In addition, the different relationships between father and son, mother and son, and perceived parents were explored separately, and gender differences were also compared through regression analysis. The research sample included 480 participants (168 males and 312 females) who were in a relationship at that time. The research results yielded three conclusions: (1) overall, offspring-parent violence best predicted anxiety attachment in a romantic relationship, however the predictive power was low and varied by gender; (2) in general, perceived parents affective involvement best predicted avoidance attachment in a relationship; (3) for men, affective involvement on the part of perceived parents best predicted avoidance attachment in a relationship with low to medium levels of predictive power. Generally speaking, the fewer violent experiences in an offspring-parent relationship, the less anxiety attachment an individual would likely experience in a romantic relationship. Also, the more emotional connections between perceived parents, the less avoidance attachment an individual would likely have. In closing, the paper included additional discussions and addressed research limitations.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=199,45.3,2014,Bulletin of Educational Psychology
An Analysis of Significant Events in Counseling with a Battered Woman Who Witnessed Domestic Violence during Childhood,"Ku-Lin Tai, Ching-Fu Chen, Su-Yun Huang","battered woman, counseling process, IPR, significant events","The purpose of the study was to investigate the concerning issues and perception of significant events in the counseling process of a battered woman who witnessed domestic violence in childhood. This study used the counseling process research design. The counselor-client dyad had eight counseling sessions. After each session, the client was interviewed through Interpersonal Process Recall. The records of counseling and interview were all transformed into transcripts for data analysis. The major findings were as follows: (1) The concerning issues in the whole course of counseling were the client’s perception of her husband, the communication and interaction with her husband and his family, shared finances, division of housework duties, parenting, decisions about relationships and circumstances, marital relationship, self-disclosure and exploration, the influence of witnessing domestic violence in childhood, self-care, and the reframing and coping of marital violence. (2) There were ten categories of positive and negative significant events perceived by the client. Suggestions are offered for counselors working with battered women, counseling practice, and future research.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=200,45.3,2014,Bulletin of Educational Psychology
"Hostility Toward Women, the Rape Myth, and Rape",Jiun-Yih Huang,"hostility toward women, rape, rape myth","This study investigates the mechanisms of how hostility toward women affects rape. It was hypothesized that the rape myth mediates the association between hostility toward women and rape. We used an anonymous self-reporting questionnaire to conduct a survey and collect data. A representative national sample of college students was selected through a random sampling procedure, and had a valid sample of 732 male college students. The results showed that hostility toward women affected rape through rape myth; in addition, rape myth fully mediated the association between hostility toward women and rape, which supported the hypothesis of this study. Finally, the research samples and measurements, formation of hostility toward women, implications of the findings, and future research directions were addressed.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=201,45.3,2014,Bulletin of Educational Psychology
An Existential-Phenomenological Study on the Transitional Experience of Suffering: Dialogues between Existential Phenomenology and Theories of Counseling and Psychotherapy,"Yi-Jen Lu, Shu-Hui Liu","counseling and psychotherapy, existential phenomenology, phenomenological psychology , transitional process of suffering","The human experience of suffering and the process of change have always been core issues in counseling and psychotherapy. This article reviewed theories of counseling and psychotherapy to address the paradox of each theory, and then explored the transitional experience of suffering from the perspectives of existential phenomenology. Based on such understanding, the experience-based connecting points in various theories were found. This study used an existential-phenomenology approach to carry out interviews with three interviewees under suffering. The second interview was conducted one and a half years after the first one; the third one was a half year after the second one. The three interviews expanded over two years, and was used to analyze the interviewees’ transitional experience of suffering. The results showed that: (1) sufferers used bodies and emotions as tools to reflect upon the feasibility of their original projects and worldviews; (2) the key to sufferers’ transitional experience included “revising” their original project, and “accepting” of the world considered a threat by them which are viewed as a learning process; (3) during the learning process, sufferers identified the paradox between past and present experience through psychological and embodied pain, and then started to find the solution. The learning process involved: (a) wishing to solve the problems; (b) re-understanding and accepting their past; (c) trying to solve the conflicts between the past and the present; (d) after the painful learning process, new situation or new possibility for sufferers appeared. This study discussed the existing descriptions of existential phenomenology on transitional experience of suffering from the viewpoint of counseling and psychotherapy, and made suggestions for counseling practitioners and future research. Limitations of this study were also discussed.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=202,45.3,2014,Bulletin of Educational Psychology
University Students’ Attitudes Toward the Interpersonal Relationships with Gay and Lesbian Peers,"Te-Sheng Chang, Jia-Sheng Yu, Tsai-Wei Wang","Gay and Lesbian, Interpersonal Relationship, University Students","The purpose of this study was to investigate the university students’ attitude towards the interpersonal relationship of gay and lesbian peers and compare the attitude differences between male and female students. A sample of 494 (197 male and 297 female) university students was selected for study. Male students reported more negative attitudes towards gay peers than lesbian peers in Friendship. Female students indicate no different attitude towards gay peers and lesbian peers in Friendship. Male students reported more negative attitudes towards gay peers and lesbian peers in Love and Sympathy than female students. Both male and female students indicated more positive attitudes toward gay peers than lesbian peers in Love and Sympathy.The implications of these findings for future research, programming, institutional support systems, and institutional policies as they affect gay and lesbian students are discussed.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=267,44.S,2013,Bulletin of Educational Psychology
Is Gender Gap in Science Performance Closer? Investigating Data from International Science Study,"Yuwen Chang, Wenying Lin, Jennwu Wang","gender difference, PISA, science performance, TIMSS","TIMSS 1999, 2003, 2007 and PISA 2006 data were used to investigate gender differences in the science performance. Each student was assigned to one of quartile group based on his science performance. For each group, gender differences in central tendency, standard deviation, and numbers were examined. The results indicate that gender differences are generally small. However, the scores of male consistently have larger variances. Most of gender differences in mean, standard deviation ratio, and ratio of the male numbers to the female numbers from groups below Q1 and above Q3 are significant. Female outperforms male in group below Q1, while male outperforms female among high-scoring group. In those two groups, the scores of male have larger variance. Males outnumber females substantially among high performing group. The results of gender difference pattern from TIMSS and PISA are inconsistent. The gender gap is slightly larger in grade 8 than in grade 4. It is suggested that sample be well specified in terms of ability levels and gender differences be examined by multiple statistical indicators",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=269,44.S,2013,Bulletin of Educational Psychology
The Effects of Group Counseling on Couples´ Intimacy Relationship among Breast Cancer Patients and Partners,"Yu-Chan Li, Shueh-Lien Wang, Hui-Chun Liang, Pei-Yi Li","breast cancer, effect research, group counseling, intimacy relationship","The purpose of the study was to evaluate the effects of ""Intimacy group counseling"" in enhancing the couples’ intimacy relationship for breast cancer patients and their partners. This study adopted follow-up explanations model of mixed methods, it used qualitative data to explain the result of quantitative data. In the part of quantitative research, one group pretest-posttest quasi-experimental design was used. The subjects were 11 couples, including patients with breast cancer and their partners. Marital Intimacy Inventory (MII) was employed to evaluate the effect. All the data were analyzed by the nonparametric test, such as Wilcoxon Signed Ranks test. In another part of qualitative research, the data of interviewing 11 couples after they finished the intimacy group counseling was analyzed by the method of analytic induction. The findings of this study are obtained as follows: (1) The posttest scores were significantly higher than the pretest intimacy scores, which indicated that the content of ""Intimacy group counseling"" was highly effective in enhancing the levels of intimacy for the breast cancer patients and partners, especially in ""spiritual intimacy"", ""physical intimacy"", and ""emotion intimacy"". (2) This group counseling was significantly useful to ""low marital intimacy"", ""partner"", and ""male "". (3) There were an increase in sexual intimacy on breast cancer patients and partners of ""low marital intimacy"" by this group counseling, indicating ""sexual intimacy"" were still the issues of necessary in group counseling. (4) The group counseling improved different intimate efficacy between male and female, which showed the breast cancer couples had different intimacy needs. According to above findings, we could say the effective project of ""Intimacy group counseling"" could be apply to breast cancer patients and partners in improving intimacy. We also discussed suggestions and limitations for the implications to practice and future research.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=273,44.S,2013,Bulletin of Educational Psychology
Stressors Coping and Needs of the Families with Rare Disorders,"Fin-Land Cheng, Meng-Fan Tsai, Huei-Ling Agnes Tsai","family stress, rare disorders, respite service, social comparison.","This current study aims to survey the stressors coping and needs of the families with rare disorders. The study interviewed 36 people from 21 families of the patients with rare disorders in the Kaohsiung City. The research team stands to the ethic code during the data collecting processes to protect the interviewee’s rights and privacy while ensuring the accuracy of the content. Interview data were coded, conceptualized, categorized, validated for reliability and validity. The study concluded that the biggest stressor of the families with rare disorders comes from taking care of the patient. Families hope for a more adaptable social welfare policy and to provide respite services such as temporary care release for the family. Secondly, families ecological system was impacted, the family burden would be lessened if family events such as having new baby, balancing family finance and relationship could be shared among family members. Thirdly, social acceptance and acknowledgment of rare disorders through propaganda would help relief family stress. Fourthly, improved quality and resources of medical service to support families’ emotional and medical informational needs are required to fulfill families’ demand for respectful and empathetic medical care. In all, families with rare disorder patients need a strong, comprehensive, and caring social welfare, educational, and medical system to support their heavy burden in taking care of their families with rare disorder.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=268,44.S,2013,Bulletin of Educational Psychology
Spiritual Struggle and Coping among Christians,"Ping-Hwa Chen, Lin-Lin Cheng, Lan-Hsin Fan, Ya-Ting Juang","spiritual coping, spiritual struggle","The purpose of the study was to explore the spiritual coping process and the outcomes for those Taiwanese Christians who encountered spiritual struggles. The present study interviewed 17 research participants (13 were females and 4 were males, 14 were Christians and 3 were Catholics; the age ranged from 24-58, and the mean age was 42.06). They all encountered major life events in past five years and experienced the spiritual struggles. The grounded theory method was adopted to analyze the data. The study found that psycho-spiritual attribution, the experience of experiencing God, the use of spiritual and non-spiritual resources, and the spiritual coping response were all important to the spiritual coping process. It was also found that all research participants showed the change and growth in relations to God, self, and others after the spiritual struggle and coping. The discussions and conclusions were addressed in the end.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=270,44.S,2013,Bulletin of Educational Psychology
Awakening love in family: The Effect of Filial Therapy on Elevating Parent Education of Abusive Parents and Improving Emotional Disturbances of Abused Children,Kao-Pin Chang,"attachment relationship, emotional disturbances, filial therapy, mandated parenting , parental function","The objects of study are mainly the abusive parents who need to take mandated parenting. Using the device of the multiple baseline design across subjects of single-case research design, the study indicates the way of elevating parent education of abusive parents through the intervention models of filial therapy program, as well as proceeding through program to improve parental function, attachment relationship and the emotional disturbances of abused children. There were three families involved in this study, three female, average age was 39, two boys and one girl, average age was 9. The research tools used in the study include the revised edition of 「Landreth 10-Week Filial Therapy Model」,「Filial Therapy Skill Checklist」,「Parent-Child Play Interaction Relationship Checklist」,「Achenbach System of Empirically Based Assessment」. Visual analysis, statistics analysis, and social validity are employed to learn about the effect of practice. The results revealed that the two participants had immediate and maintenance effects on parental function and attachment relationship. In addition, the two abused children had significant decrease emotional disturbances.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=271,44.S,2013,Bulletin of Educational Psychology
A Study on the Test of Validity and Reliability of WHOQOL-BREF When It Was Applied to Adults with Severe Visual Impairments.,"Chien-Huey Sophie Chang, Yung-Fu Cheng, Hui-Chen Chin, Hsing-Ning Lee","adults with severe visual impairments,.whoqol-bref, reliability and validity,","This study aimed to test the validity and reliability of WHOQOL-BREF when it was applied to adults with severe visual impairments. Telephone interviews were used for data collection. The test of the validity and reliability was done by administering the above questionnaire on 491 adults with severe visual impairments using telephone interviews. The subjects were selected using stratified random sampling method. A total of 491 participants finished the questionnaire. The outcome of item analysis indicated that the WHOQOL-BREF is a suitable questionnaire to evaluate the quality of life in adults with severe visual impairments. In terms of the reliability test, the Cronbach’s α value is 0.68 ~ 0.80. The test for split-half reliability is 0.57 ~ 0.80. As far as the validity is concerned, the value of content validity showed that the test items are related to their belonged aspects; the construct validity is conducted by factor analysis and the CFI (Comparative Fitness Index) is 0.916. the results indicated there were differences in gender, age and education level. These results agreed with the outcome of WHOQOL-BREF conducted to adults without disabilities. In conclusion, the tests for reliability and validity indicated positive results of this questionnaire when it was administered to random-sampled adults with severe visual impairments. These results indicated that WHOQOL-BREF is an acceptable instrument for assessing quality of life in Taiwanese adults with severe visual impairments.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=272,44.S,2013,Bulletin of Educational Psychology
Cognitive Behaviors and Neural Bases of Geometrical Categorization,"Tzu-Ching Chiang, Chao-Jung Wu, Sigmund Hsiao, Gin-Chung Liu","cognitive neuroscience, geometrical figures, posterior cingulated cortex","The study aimed to examine cognitive behaviors and the corresponding brain areas via functional magnetic resonance imaging (fMRI) while people categorize geometrical figures. The results showed categorization tasks, positive/negative examples, and typicality interactively influenced reaction times. It indicates that the effects of one variable were not constant across different variables. For instance, the reaction times (RTs) in the typical examples were not quicker, in all conditions, than that in the atypical examples. It may be the results of filtering out the accuracy below 98%. However, the corresponding brain areas were only found for the categorization tasks. Both “Triangles” and “Quadrangles” categorization tasks deactivated the posterior cingulated cortex and there were significantly overlapped areas in BA31. “Quadrangles” categorization task additionally deactivated superior temporal lobes (BA41) and premotor areas (BA6) but “Triangles” did not. The results suggested the retrieval of geometrical concepts and the comparison to the stimuli examples would be associated with the posterior cingulated cortex, which may be independent from the processing of stimuli examples.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=203,45.2,2013,Bulletin of Educational Psychology
Print Referencing Strategies in Shared Book Reading: Effects on Preschoolers’ Word Recognition,"Hui-Ju Chen, Chien-Ju Chang","mandarin, print referencing, shared book reading, word recognition","A total of 94 preschool children aged 3 to 6 from three nursery schools in Tao-Yuan County participated in this study. Children were evenly divided into an experimental group and a control group. Children in both groups read with an adult together for a total of 20 story books twice a week for ten consecutive weeks, using print referencing reading and dialogic reading methods in the respective groups. Results indicated that (1) children that participated in print referencing reading group showed a significant improvement in word recognition than their counterparts in the dialogic reading group; (2) the print referencing method in shared book reading elevated children’s word recognition and target word identification abilities; and (3) adult instruction of orthography, sound, and meaning of target words in the storybooks and provision of morphological training associated with those words substantially increase the children’s abilities of target word identification.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=204,45.2,2013,Bulletin of Educational Psychology
"Active/Passive Procrastinators, Metacognitions, and Emotion Variety after Achievement feedback",Jie-Zhi Lee,"active/passive procrastinators, achievement feedback, deadline pressure, emotional distress, metacognitive belief","This study examined the difference of metacognitive belief, deadline pressure, and emotional distress among active and passive procrastinators. The participants were 646 students from 12 universities and research tools included a procrastination check list, an active procrastination scale, a meta cognitive belief scale, and an emotional adaption scale. Questionnaires were analyzed by a t test, two-way ANOVA, Cohen’s d and latent growth model. The results of this study were as follows: (1) active procrastinators reported a high degree of positive meta-cognition, but passive ones reported a high degree of negative meta-cognition; (2) active procrastinators decreased procrastination and reported lower emotional adjustment before achievement evaluation, but this was not the case for passive ones; (3) both procrastinators’ emotions after the low achievement feedback were significantly worse, especially for the active procrastinators; and (4) two different procrastinator types revealed different levels of emotional distress. Implications for theory, practice were research are discussed.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=205,45.2,2013,Bulletin of Educational Psychology
Predictors of Chinese-English Biliteracy: Phonological and Morphological Awareness in Two Languages,"Pi-Han Chang, Chieh-Fang Hu, Fred Jyun-Gwang Chen","bilingual education, meta-linguistic awareness, morphological awareness, phonological awareness, reading English, reading Chinese","The present study investigated the contributions of phonological and morphological awareness to predicting word reading within and across languages Participants were 61 first-grade and fifth-grade Chinese-English bilinguals, who had lived and studied in English-speaking areas for at least 3 years before they studied in Taiwan. Phonological awareness was measured by deletion tests in both Chinese and English. Morphological awareness of English was measured by compound construction and derivational morphology; morphological awareness of Chinese was measured by homophone sensitivity and compound construction. The results showed that among predictors of each language, Chinese phonological awareness was associated with Chinese character reading, but its significance disappeared after controlling for morphological awareness of Chinese. However, morphological awareness of Chinese made a significant unique contribution to Chinese character reading after taking phonological awareness of Chinese into account. Similar patterns of results were obtained in predicting English word reading, where morphological awareness of English, rather than phonological awareness, was the unique predictor of English word reading. Across languages, awareness of English derivational morphology predicted unique variance in Chinese character reading over and above phonological and morphological awareness of Chinese. These results suggested additionally involving awareness of English derivational morphology can better predict Chinese character reading than involving Chinese measures alone.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=206,45.2,2013,Bulletin of Educational Psychology
The Development of Speech Discrimination in Preschool and School-Aged Children: Association with Word Comprehension,"Huei-Mei Liu, Feng-Ming Tsao, Chien-Ju Chang, Li-Ling Hsu","lexical tone perception, speech discrimination, speech perception, word comprehension","The main purpose of this study was to explore the developmental changes of speech discrimination abilities in Mandarin-speaking children across preschool and school ages. This study also examined the relationship between speech perception abilities and word comprehension in childhood. 150 Mandarin-speaking 4-8 year-old children (30 for each age group) participated in AX phonetic discrimination tasks constructed by three phonetic contrasts with different speech acoustic features (i.e., stops with different articulation places, affricate vs. fricative, lexical tone 2 vs. 3) . The Peabody Picture Vocabulary Test (PPVT) was used to assess children’s word comprehension ability. The results that older children performed better speech discrimination and perceptual sensitivity than the younger ones on all three phonetic discrimination tasks indicated the progress of speech perception abilities during 4-8 years of age. In examining the phonetic contrast effects on the speech perception abilities, the results showed that children performed better on the lexical tone sensitivities than the affricate vs. fricative discrimination. In addition, the phonetic discrimination performance was positively correlated with the PPVT score, and the regression model showed that both lexical tone and stop consonant sensitivity contributed to the variance of PPVT scores, especially the lexical tone sensitivity contribute to word comprehension more than the stop consonant sensitivity. These results showed the improving sensitivity in discriminating native phonetic contrasts in 4-8 year-old children, and suggested that speech perception plays an essential role in word comprehension development in Mandarin-speaking children.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=207,45.2,2013,Bulletin of Educational Psychology
A Preliminary Study on the Construct of Yuan with College Students and Its Implications for Indigenous Counseling,"Hsin-Ping Hsu, Kwang-Kuo Hwang","associative group analysis, fate in relationships, indigenous counseling, practical intelligence, yuan-feng","Yuan(緣) is one of the most frequently used words in the Chinese language. People use this term to express their thoughts and feelings. This study aimed to explore the cultural structure and the psychological meaning of Yuan from both traditional and contemporary perspectives. Additionally, this study also tried to verify the corollaries of a tentative theory describing the operation processes of yuan-fen. In stage one, we used contextual analysis (Berger, 1995) to present the traditional characteristics of Yuan. In stage two, we used Associative Group Analysis (Kelly, 1985), a free associative recall technique, to measure the mental representation of Yuan. Data were gathered in a sample of 310 college students. The results suggested that the cultural structures of Yuan can reproduce in contemporary society. Meanwhile, Yuan is related to any kinds of guanxi issues which makes it have a potential functional role contributing to indigenous counseling practice. The construct of yuan which we obtained from this study can be used as a reference to study Yuan for subsequent studies.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=208,45.2,2013,Bulletin of Educational Psychology
Explorations of Composite Scores under the Multivariate Proficiency Distribution Using IRT,"Shun-Wen Chang, Shin Teng, Chia-Feng Lu","composite score, IRT, multivariate proficiency distribution, measurement error, test battery","This study was designed to explore the composite scores under the multivariate distribution of latent proficiencies using a procedure based on IRT for empirical data. The purpose was to employ the IRT models under the multivariate ability distribution in order to investigate the composite scores with the consideration that correlations existed among the examinees’ proficiencies. This research followed Kolen, Wang, and Lee’s (2012) method for the development of the IRT-based procedure. The five tests of the Basic Competence Test were used, with a random sample of 5,000 examinees obtained in 2008. The analyses included the descriptive statistics and frequency distributions of the composite scores, overall SEM and reliability values, as well as the CSEMs. The findings indicated that there existed strong relationships between pairs of the proficiencies of the five tests and the results of Kolen et al.’s modeling were satisfied. For large-scale testing programs that rely on two or more tests to make high-stakes decisions, the issue of combining individual scores into a single total score is critical. Through the employment of Kolen et al.’s model for deriving the composite scores under the multivariate distribution, and along with this research utilizing the real data, the results of this study have revealed more of the psychometric features of the composite scores and have also helped lay a more solid foundation for many studies to embark on the estimation of examinees’ ability levels in the multivariate proficiency setting via IRT.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=209,45.2,2013,Bulletin of Educational Psychology
An Application of Many-Facet Rasch Model to Evaluate Mathematics Performance Assessment,"Ju-Shan Hsieh, Ming-Chuan Hsieh","many- facet Rasch, performance assessment, rater reliability","The purpose of this study is to evaluate student’s potential ability on mathematics ability using Many-facet Rasch Model. The test students took consisted of four ranking levels. Three hundred and fourteen elementary students, and three raters were participated in this study. The results show that even with training and delineating a standard for grading, there remained differences in grader severity among the raters. Many-facet Rasch analysis enabled calibration of grader severity for researchers to detect grader irregularities. Data showed that the standard residuals were randomly distributed, indicating that there were no obvious systematic errors. Overall, the study show Many-facet Rasch model can be quite a useful analytic tool in performance assessment.",http://epbulletin.epc.ntnu.edu.tw/contents/manage/detial.asp?id=210,45.1,2013,Bulletin of Educational Psychology
