title,author,keywords,abstarct,url,vol,year,journal
Current Archaeological Studies in the Ryukyu Islands and Their Connections with Taiwan Archaeology,Goto Masahiko,"Ryukyu Islands, Taiwan, archaeology, prehistoric culture, interaction","This paper begins with a review of recent studies in the archeology of the Ryukyu Islands. For this purpose, we identify two prehistoric cultures: the northern Ryukyu Islands (Amami Islands, Okinawa Islands) and the southern Ryukyu Islands (Miyako Islands, Yaeyama Islands). Next, based on archeological commonalities between the Ryukyu Islands and Taiwan, I will focus on multitude of regional interactions between the areas, including the short-range relations, that are in fact a characteristic feature of this region of East Asia in the period between 2000-1000 BCE. The use of the marine resources such as shells and fishing tools are also treated in a discussion of the similarities and connections between Taiwan and the Ryukyu Islands. These common issues are used to discuss exchange relations between Taiwan and the Ryukyu Islands and to understand the points of contact between the archeology of the Ryukyu Islands and Taiwan.",http://homepage.ntu.edu.tw/~anthro/download/journal/68-5.pdf,68,2008,Journal of Archaeology and Anthropology
The Division and Re-Construction of Traditional Territory: Re-Examining Human-Land Configuration and Spatial Change of Kucapungane,Taiban Sasala,"space, landscape, tribal mapping, traditional territory, Rukai","Residential lands, farmlands and hunting grounds are important bases and arenas for the production and existence of the Rukai people. They are also significant as memory spaces for historical experience and cultural continuity. For the Rukai people, these place names and stories distributed over these lands and grounds, are not just oral history and common memories, but are also the human-land configuration that connects the past and present. However, these spaces are not always static or unchanging, in fact they become spaces and landscapes in the traditional territory in which various conflicting knowledges, powers and consciousnesses compete. This paper takes the Kuchapogan as an example to discuss the transformation and continuity of space and tries to view the impact and influence on landscape concepts and cultural identification when external force such as the state and western religion intervene in local space. Moreover, this paper will also look at how the local community connected ancestors and historical memories as well as re-constructed their spatial identification through mapping.",http://homepage.ntu.edu.tw/~anthro/download/journal/69-2.pdf,69,2008,Journal of Archaeology and Anthropology
“Spirits Fly Slow” (pahapahad no anito) : Traditional Ecological Knowledge and Cultural Revivalism in Lan-Yu,Jackson Hu,"traditional ecological knowledge, ancestry, landscape, cultural revival, place names, environmental experience, butterfly conservation, Yami, Lan-YuOrchid Island","This paper attempts to widen the relational discourse regime of traditional ecological knowledge (TEK) research in Taiwan, and deepen the socio-cultural analysis using local narratives of species and places to illuminate the contemporary environmental practices that result from emic cultural insights of ancestry. The Yami people on the island of Lan-Yu employ various plants and animals, via an association with spiritual symbolism, to manifest their visualizations of an ancestral power. Past Yami TEK referred to ancestral ownership or group privilege through landscape remembrance in a sense of the genealogical institution regime, and expressed the intimate feelings that occurred when they encountered the diverse species and places of the island, especially those which served as remembrances of ancestral acts and/or the manifestations of spiritual beings. After the introduction of many national projects during the last century, the once fertile traditional harvest of the forest and ocean vanished for decades, resulting in cultural schism between generations, as exemplified by the frustration, melancholy, and a sense of loss pervading the Yami elders in their effort to convey a cultural heritage to the younger generation, a heritage that remains based on an environment that is no longer visible. Villagers mourn their sacred groves where vanishing species and barren rock indicate the long-term absence of intimate interactions with ancestry once found in the “golden days of old”. The revival of interests in TEK among the islanders is considered a desirable and venerable tool in their efforts to combat landscape degradation. Moreover, the re-focused TEK discourse in the tribal conservation was persistently used by Yami to “heal” landscape through the reconnection of ancestor-offspring relations. After commercial exploitation of an endemic species, the Golden Butterfly, a recovery project was initiated in the 2000s, and serves to demonstrate how the Yami TEK of a culturally trivialized species has been successfully over-emphasized in a contemporary tribal revitalization of ancestral ecological views as means to preserve an endangered species. Although governmental funding stopped since 2004 due to the tight budget, the indigenous self-sustaining landscape management employed by the Yami operates autonomously until now. It has greatly encouraged local Iranmeylek villagers that their landscape care is as good or better than those of the scientifically minded professionals representing the Taiwan’s conservation bureaucracy. Moreover, it exemplifies a spiritually empowered community development strategy that may prove to be widely applicable in the indigenous societies. Although global economic integration has significantly marginalized the locally subsistent Yami communities, recent tribal highlights of ancestry follow the ethos of TEK, articulating the global conservation paradigm with the ancestral embodiments embedded on the landscape. Contemporary TEK unveil a renewing strategy, also as an ultimate goal of cultural struggle, to experience ancestry at large which exemplifies how local Yami interact with the globalization process through their landscape practice.",http://homepage.ntu.edu.tw/~anthro/download/journal/69-3.pdf,69,2008,Journal of Archaeology and Anthropology
"What Tradition? Whose Territory? : A Critical Review to the Indigenous Traditional Territory Survey and the Translation of Spatial Knowledge in Marqwang Case, Taiwan","Da-wei Kuan, Yi-ren Lin","indigenous community mapping, traditional territory survey, Atayal, spatial knowledge","This paper aims to discuss the translation of spatial knowledge and the social space in which the knowledge was translated. Since Native American communities successfully claimed their land rights with community map originally developed under the academic interest of geographers and anthropologists in 1970s, community mapping has been gradually applied by indigenous communities around the world and developed into diverse methodologies. In 2002, Taiwan government launched the nation-wide ITTS in response to the rising indigenous land claims, under which community mapping was designed as a main method to identify traditional territory for every indigenous community. In 2007, Taiwan government firstly announced the traditional territory of Marqwang group of indigenous Atayal people, but unexpectedly caused further conflict between Marqwang group and its neighbor Atayal communities. Aiming to explore the epistemological controversy and methodological limits of community mapping in ITTS, this paper examine how the method of “indigenous community mapping” was translated in Taiwan society and how indigenous traditional territory was socially constructed under the influence of this translation. Further more, by review the Marqwang case, this paper examine how Atayal spatial knowledge was translated into modern concept of “territory” in the implement of ITTS, and led to the conflicts between indigenous communities. In the end, this paper argues that the misappropriation of indigenous knowledge is the fundamental reason caused the conflicts.",http://homepage.ntu.edu.tw/~anthro/download/journal/69-4.pdf,69,2008,Journal of Archaeology and Anthropology
When Landscape Encounters the Law: The Legalization of Land and its Quandary in Solomon Islands,Pei-yi Guo,"landscape, legal anthropology, land dispute, Solomon Islands, Austronesians","Landscape has been where people and ancestors encounter each other in Austronesian societies, it is also the field in which history is shaped, memorized and represented. The penetration of the Western legal system brings in another mode of imagining human-land relations, furthermore, people’s relationships to landscape have been transformed in the process of legalization. Since the independence of Solomon Islands in 1978, the majority of land has been returned to indigenous hands, the new legal regime has adopted ‘customary land tenure’, and local elders or chiefs have been incorporated into court proceedings. However, despite various implementations to incorporate indigenous practices and their land tenure, land disputes continue to be a problem in the post-independence state, and the ideal of preserving traditional human-land relationships has not been achieved. The failure calls for explanations. In this paper, I first review the history of land tenure alteration in the Solomon Islands, including the amendment of related land laws and the development of the court system, and local responses to those policies and measures. I will then analyze case files in local land courts, in particular evidence from land surveys, narratives of various agents in court hearings, and their representational tactics. The codification of land tenure cannot preserve ‘tradition’. Instead it changes the nature of customary land tenure from flexibility to fixation, from one which combines biological and behavioral principles to a more rigid patrilineal rule of inheritance. The process of legalization—including the human/thing dichotomy embedded in the identification of ‘evidence’ in court system, and the presupposed definition of property in law—contributes to the shift of people’s relation to landscape from processual to inscriptive concepts. Revealed in the contesting modes of historical representation through landscape is the transformation of how people, ancestors and landscape are associated: no longer linked by spiritual power, it turns into a matter of inherited possession. Legalization is not the sole antidote to the problem of land, and we need to look into the dynamics of cultural concepts in the process of legalization.",http://homepage.ntu.edu.tw/~anthro/download/journal/69-5.pdf,69,2008,Journal of Archaeology and Anthropology
The Emergence of a New Sexual Ideal: A Case Study of Yuki Maiko’s Pornographic VCDs in Hong Kong,"Hoi-yan Yau, Heung-wah Wong","Japanese pornographic adult videos, cultural production/ appropriation, local female sexual ideal, class structure, Yuki Maiko","This paper explores why a female Japanese adult video star, Yuki Maiko, was so popular among men in Hong Kong during the late 1990s. We argue that the image she embodies is very similar to that of an emerging sexual ideal among the Hong Kong new middle class in the early and mid 1990s. Her image of being sexual and orgasmic but ultimately passive in her sexuality is arguably the idealisation of this kind of emerging sexual symbol in Hong Kong. Through our analysis of interview data with 17 men in Hong Kong, we contend that this emerging sexual ideal is closely related to the changing class structure and cultural trend with regard to femininity. As this paper will show, the contradictory terms inherent in the identity formation of the new middle class in 1980s’ Hong Kong explains why many new middle class young men would identify with Japan in general and Japanese culture in particular as a symbol of their new identity. The resulting submersion in Japanese culture in turn allows them to find favour with the “cute and gentle” female ideal, an alternative femininity to the previous aggressive model, which has become popular in Hong Kong since the mid-1990s.",http://homepage.ntu.edu.tw/~anthro/download/journal/70-1.PDF,70,2009,Journal of Archaeology and Anthropology
"Place and Environmental Movement in Houjin, Kaohsiung",Hsin-yi Lu,"social movements, environmental movement, community, place, Kaohsiung","This paper documents the origins, processes, and outcomes of Houjin’s long-lasting environmental campaign against the CPC. The field site, Houjin, is a working-class neighborhood located in the northernmost district of Kaohsiung City. Houjin community was mobilized for a three-year protest in 1987-1990, and then in 2004, against the neighboring Kaohsiung Refinery of the Chinese Petroleum Corporation (CPC)ЁTaiwan’s chief oil company and the main source of pollution in the area. I suggest that place provides a vantage point from which to better understand the motive and resilience of Houjin’s two decade long environmental campaign. This basic argument has two connotations: first, place-based identity as Houjin-ren (people of Houjin), constituted in the shared pollution experience, kinship and neighborly networks, and communal religious rituals, was the basis for mobilizing across factional and partisan lines within the community. Second, other than merely a counteract to the polluting Refinery, the movement was indeed a communal struggle over defining the meaning, identity, and future of the place Houjin. The environmental movement set in motion a cultural politics through which the position and identity of Houjin was being reconceptualized as activists fight for recognition of their rights to the environment. In this sense, the Houjin movement is parallel to other community-based social movements occurring in the world, in which place plays a pivotal role in the production of environmental awareness.",http://homepage.ntu.edu.tw/~anthro/download/journal/70-2.PDF,70,2009,Journal of Archaeology and Anthropology
"Subways as a Space of Cultural IntimacyΚ The Mass Rapid Transit System in Taipei, Taiwan",Anru Lee,"subway, national identity, global city, cultural intimacy, Taiwan","This article sees Taipei’s newly inaugurated Mass Rapid Transit System as a space of cultural intimacy wherein Taipei City residents (re) shape their collective identity against Taiwan’s recent political history as well as within the current global economic context. Temporally, the knowledge derived from the shared sentiment of cultural intimacy helped people in Taipei to construct a present self that is civilized and enlightened, separating from their politically repressive and unruly past. Spatially, as Taiwan is increasingly integrated into the global system and highly receptive to changes in the world economy, the Taipei residents’ new self-identity also takes on new significance. The timing of the completion of the MRT coincided with Taiwan’s recent economic restructuring on the one hand and the emergence of global cities as the main site of global economic competition on the other. Behaving in an orderly way as well as keeping a positive image of the MRT, therefore, resonates with Taipei residents’ efforts and desire to keep their city economically competitive. The contrast between the refined manners of Taipei’s daily commuters and the recurring misdemeanors of out-of-town visitors on the MRT seems only to confirm the growing discrepancy between a globalizing Taipei and Taiwan’s deindustrialized hinterland that is gradually lagging behind. Yet, the anxiety seeping through some of the self-deprecating comments I heard during the course of my research clearly indicates the precarious nature of the current global economic system and the resulting challenges faced, and uncertainties felt, by the Taiwanese people including those in Taipei.",http://homepage.ntu.edu.tw/~anthro/download/journal/70-3.PDF,70,2009,Journal of Archaeology and Anthropology
Report on the Small-Scale Test Excavation of the Beitou Tram’s Yangming Park Scheduled Station,Su-chiu Kuo,"blue and white porcelain, “Second Expansion of the Taipei Water Supply Engineering Project,” Cao Mountain Water Supply System, stoneware pipe, red brick","According to the results of the excavation and survey conducted at the Beitou tram’s Yangming Park scheduled station, it has been determined that the excavation site area contains the cultural remains and relics of at least two different periods (listed below): 1.The middle to late Qing dynasty: Cultural remains from the middle to late Qing dynasty (or the period around and between 1750 and 1850) were unearthed from the lower stratum of pit 1. These remains include fragments of blue and white porcelain bowls and hard, porous vessels produced in folk kilns in middle and southern Fujian province as well as ash pits possibly used to dispose of waste materials. Blue and white porcelain wares as well as other remains from the same period were also found in the farmland and survey section in and around the excavation site. Due to these findings, it can be deduced that during the middle to late Qing dynasty there were people living and working in the excavation site area. The middle to late Qing dynasty also roughly corresponds to the period of the Han people’s cultivation of the entire Yangming Mountain region. 2.The Japanese occupation period and the “Second Expansion of the Taipei Water Supply Engineering Project” (Cao Mountain Water Supply System): According to pit test and excavation results, it has been confirmed that the material used to construct the water channeling pipeline found within the excavation site is iron. Tar coats the outside of the pipeline which is 30.3 cm (centimeters) in diameter. This pipeline is embedded approximately 80 to 110 cm (centimeters) below the current rock facing and is located in the center of the andesite rock-fold structure. Historical records show that the iron piping contained at this site was constructed in 1929.",http://homepage.ntu.edu.tw/~anthro/download/journal/70-4.PDF,70,2009,Journal of Archaeology and Anthropology
"Local Society under Military Governance: A Study of the Chinese Diaspora Networks of Quemoy, 1949-1970s",Bo-wei Chiang,"Chinese diaspora networks, battlefield Quemoy, war history, social change.","After 1949, Quemoy became a battlefront between the KMT and the CCP, as well as the frontline in the confrontation between Cold War blocs. Under military administration, the power of traditional lineages was suppressed and their connections with their fellow countrymen living abroad were severed. For forty-three long years, until 1992, Quemoy was transformed from an open hometown of the Chinese diaspora into a closed battlefield and forbidden zone. Members of the Quemoy diaspora were often closely engaged with their hometown during the war years of the 1940s, they were deeply concerned about the security of their family members and their property. In the early 1950s, they tried to keep informed about the situation in Quemoy through any medium possible, and also tried to build new channels for remittances. Because formal visits by Overseas Chinese were an important symbol of legitimacy for the KMT, Quemoy emigrants were invited by the military authorities to visit their hometown. This became the only channel by which participants in the Chinese diaspora could return to their native place. This paper uses official archives, military newspapers and oral history to analyze how military authorities formulated policies for the Chinese diaspora in battlefield Quemoy, and to study the interaction between family and clan members in the Chinese diaspora and in their ancestral homeland during the period 1949-1970s. This analysis enables a discussion of the distinctive continuities and discontinuities of local history.",http://homepage.ntu.edu.tw/~anthro/download/journal/71-2.pdf,71,2009,Journal of Archaeology and Anthropology
"The Politics of Memory in a Geopolitical Flashpoint: Kinmen ΰQuemoyα, 1949-2008",Michael Szonyi,"collective memory, politics of memory, Kinmen, Quemoy, Cold War history, militarization","In 1949, the small island of Kinmen ΰQuemoyα in the Taiwan Strait became the front line in the military standoff between Chiang Kai-shek’s Republic of China on Taiwan and Mao Zedong’s People’s Republic, a flashpoint of global geopolitical confrontation, and a powerful symbol of anti-Communist resolve for the Republic of China ΰROCα and its allies As a result, Kinmen became one of the most highly militarized societies in history, a place where daily life was inexorably connected to international geopolitics. Though the soldiers are largely gone from Kinmen today, militarization and geopoliticization have left enduring legacies. This paper explores the politics of local memory in contemporary society. It argues that the experience of militarization and demilitarization is remembered through four distinct discourses: an official discourse of commemoration, and three social discourses: of heroic agency, of victimization, and of nostalgia. Each of these discourses is deployed in a variety of contemporary political struggles, within Kinmen, between Kinmen and Taiwan, and between Kinmen and the mainland. These ways of remembering are thus as much about Kinmen’s present and future as about its past. The paper argues that local actors make use of collective memory in entrepreneurial ways, but their ability to do so is constrained by the inertia of collective memory. Furthermore, popular memory is not always subversive of official memory. Because what constitutes official memory is shaped by the current political reality, so too is what constitutes subversive memory.",http://homepage.ntu.edu.tw/~anthro/download/journal/71-3.pdf,71,2009,Journal of Archaeology and Anthropology
Pilgrimage in the De-militarized Islands in Taiwan,Wei-ping Lin,"pilgrimage, center, periphery, island, Mazu","This article investigates how the people in the de-militarized Mazu islands deploy pilgrimages to reconnect themselves with both sides of the Taiwan Strait and recentralize themselves in the rapidly-changing Taiwan-China relations. In this new era, pilgrimages in Mazu have also developed forms different from those seen in Taiwan pilgrimages. Formed in the new regional politico-economy, they are a way of conveying the Mazu people’s imaginations of, and engaging with, present-day changes. This paper argues that religion is no longer the dominating factor in these pilgrimages. The source of power of pilgrimage comes not only from engaging with deities, but also from politics and economy. Mazu provides us with an excellent example of reflecting what pilgrimage is.",http://homepage.ntu.edu.tw/~anthro/download/journal/71-4.pdf,71,2009,Journal of Archaeology and Anthropology
Exploring Ethnic Interaction and Culture Reinvention from Perspectives of Exchange: A study of Miaoli Atayal in the Early Japanese Colonial Period,Mei-Hsia Wang,"exchange, ethnic relation, reinvention of culture, Japanese colonization, Miaoli, the Atayal","How “exchange” works as a mechanism to link social sub-systems has been discussed by many anthropologists. Mauss emphasized society as a totality: economy is not independent of kinship, religion and politics, but rather all of these four aspects are considered as a whole. He, however, neglected to consider how the same form of behavior may have different meanings according to local contexts, and what the dynamics of social change involve. This paper investigates the transformation of capitalism from locals’ viewpoints of exchange. The meaning of exchange in local contexts is firstly considered, especially, how exchange connects and transforms relationships among different levels. Further questions follow, including how the locals perceive the exchange process and measure the value of objects, and whether images of money synthesize several meanings and themselves embody history in Atayal society. My previous research suggested that the Atayal have not become alienated from each other and from their products by changes. In deciding whether to become involved in growing new crops, they are not solely influenced by questions of market price and stability, but they also take into account how the new crops fit into their traditional understanding of work and the values they place on it. As my previous research focused on one community only, I try in this paper to further explore the transformation of capitalism in wider contexts. This research, therefore, combines the perspectives of historical and area studies to focus on issues such as various ways of exchange in different periods and areas, creation of social relationships and culture, and the agency of history.",http://homepage.ntu.edu.tw/~anthro/download/journal/71-5.pdf,71,2009,Journal of Archaeology and Anthropology
